O O O O O O SEG-S O O O O O O SEG-S	此 去 优 游 益 吟 咏 枝 江 集 外 别 成 编
O O O O SEG-S O O O O O SEG-S O O O O O SEG-S O O O O O O SEG-S SEG-S O O O O O SEG-S O O O O O O SEG-S O SEG-S O O O SEG-S O O O SEG-S O O O O SEG-S O O O SEG-S O O O SEG-S O O O SEG-S O O O O O O O SEG-S O O O SEG-S O O O O O SEG-S O O O O O O O O O O O O O O O SEG-S	魏 主 至 统 万 分 军 伏 于 深 谷 以 少 众 至 城 下 夏 将 狄 子 玉 降 魏 言 夏 主 闻 有 魏 师 遣 使 召 平 原 公 定 定 曰 统 万 坚 峻 未 易 攻 拔 待 我 擒 奚 斤 然 后 徐 往 内 外 击 之 蔑 不 济 矣 故 夏 主 坚 守 以 待 之 魏 主 患 之 乃 退 军 以 示 弱 遣 娥 清 及 永 昌 王 健 帅 骑 五 千 西 掠 居 民
O O O O SEG-S O O O O O O O O O O O O O O O O SEG-S O O O SEG-S O O SEG-S O O O O O O O O O O SEG-S O O O O O O O SEG-S O O O O O O O O O O O O SEG-S O O O O SEG-S O O O O SEG-S O O O O O O O SEG-S O O O O O SEG-S O O O O O SEG-S O O O O O O O O O O SEG-S O O O SEG-S O O O O O SEG-S O O O O SEG-S O O O SEG-S O O O O O O O O SEG-S O O O O O SEG-S O O O SEG-S O O O SEG-S O O O O O O O O O SEG-S O O O SEG-S O O O SEG-S O O O O O O O O O O SEG-S O O O O SEG-S O O O SEG-S O O O O O SEG-S O O O O O O SEG-S	六 曰 房 地 租 总 计 钞 一 万 二 千 五 十 三 定 四 十 八 两 四 钱 延 祐 二 年 户 部 议 军 户 诸 色 人 等 凡 典 卖 田 宅 皆 从 尊 长 画 字 取 问 有 服 房 亲 次 及 邻 人 典 主 不 愿 者 限 十 日 批 退 违 限 决 十 七 愿 者 限 十 五 日 批 价 依 例 立 契 成 交 违 限 决 二 十 七 其 亲 邻 典 主 取 东 画 字 财 物 决 二 十 七 业 主 虚 抬 高 价 不 成 交 易 者 决 二 十 七 听 亲 邻 典 之 百 日 收 赎 业 主 不 交 业 者 决 四 十 七 至 元 七 年 令 质 押 田 宅 者 依 例 立 契 元 贞 元 年 中 书 省 议 典 卖 田 宅 不 赴 官 告 给 公 据 私 行 交 易 者 痛 行 断 罪 田 粮 一 半 没 官 一 半 付 告 人 充 赏
O O O O O O SEG-S O O O O O O SEG-S O O O O O O SEG-S O O O O O O SEG-S	童 子 未 曾 归 动 火 水 云 早 已 到 投 斋 山 庵 喜 免 征 徭 虑 剩 种 青 松 只 卖 柴
O SEG-S O SEG-S O O SEG-S O O O SEG-S O O O O O SEG-S O O O O O O O SEG-S O O O SEG-S	沧 海 壬 戌 癸 亥 也 燕 洎 此 宫 四 时 不 见 好 处 主 人 平 生 伶 仃 聪 明 贫 寒 无 倚
O O O O O O O O O O SEG-S O O O O O SEG-S O O O O O O SEG-S O O O O O SEG-S O O O O O O O SEG-S O O O O O O O SEG-S O O O O O SEG-S O O O O SEG-S O O O SEG-S O O O O O O O O O SEG-S O O O O O O O SEG-S O O O O O O O SEG-S O O O O O SEG-S O O O O O SEG-S O O O O O SEG-S O O O O O SEG-S	右 前 件 规 矩 并 是 出 家 细 行 如 能 委 曲 推 行 便 为 得 度 之 本 也 佗 时 若 获 披 剃 高 僧 轨 范 一 切 见 成 却 以 此 法 教 示 初 机 自 然 令 法 久 住 如 知 而 故 犯 犯 而 不 悔 非 惟 辜 负 四 恩 虚 沾 信 施 龙 天 土 地 皆 所 不 容 业 果 三 涂 何 所 逃 避 既 是 出 家 之 辈 自 当 因 果 分 明 时 中 不 昧 正 因 便 是 成 佛 有 分
SEG-S O O O O SEG-S O SEG-S SEG-S O O O O SEG-S O O O O SEG-S O O O O O SEG-S O O O O O O O SEG-S O O O SEG-S O O O O O O SEG-S O SEG-S O O O O O O O SEG-S O O O O O O SEG-S O O O O O O SEG-S O O O O O O SEG-S O O O O O O SEG-S O O O O SEG-S O O O O SEG-S O O O O SEG-S O O O O O O O SEG-S O O O O O O SEG-S O O O O O O O O O O O O SEG-S O O O O O SEG-S O O O O SEG-S O O O SEG-S O O O O O O O O SEG-S O O O SEG-S O O O SEG-S SEG-S O O O O O O O SEG-S O O O O O O O SEG-S O O O SEG-S O O O SEG-S O O O O O O SEG-S O O O O SEG-S O O O SEG-S O O O O O SEG-S O O O SEG-S O O O SEG-S O O O O O O SEG-S O O O SEG-S O O O O O O O O O O SEG-S O O O O SEG-S O O O O O SEG-S O O O O O O O O O SEG-S O O O O O O O O SEG-S O O O O O O SEG-S O O O O O O SEG-S O O O O O O O O O O SEG-S O O O O O O O O O O O SEG-S O O O SEG-S O O O O SEG-S O O O O O O O SEG-S O O O O O O O O SEG-S O O O SEG-S O O O O SEG-S O O O O O O O O SEG-S O O O O O O SEG-S O O O O SEG-S O O O O SEG-S O O O SEG-S O O O O O SEG-S O O O O O SEG-S O O O O O SEG-S O O O SEG-S O O O O SEG-S O O O SEG-S O O O SEG-S O O O O O SEG-S O O O O O SEG-S O O O O O O O O SEG-S O O O SEG-S O O O SEG-S O O O O O O SEG-S O O O O SEG-S O O O SEG-S O O O O O O O O SEG-S O O O O O O O O O O O SEG-S O O O O SEG-S O O O O O O SEG-S O O O O O O SEG-S O O O O O O SEG-S O O O O O O SEG-S O O O O O O O O O O O SEG-S O O O O SEG-S O SEG-S O O SEG-S O O O SEG-S	然 六 真 人 明 听 唯 唯 然 天 者 纯 为 道 地 者 纯 为 德 此 无 道 德 之 人 与 天 地 绝 属 无 所 象 象 于 天 行 当 有 真 道 而 好 生 象 地 当 有 善 德 而 好 养 长 今 人 无 道 与 无 德 故 天 地 不 宥 子 也 欲 知 其 明 信 效 也 比 若 道 人 知 道 人 德 人 知 德 人 各 自 相 收 录 故 命 迭 相 在 故 道 人 者 好 兴 道 人 德 人 者 好 兴 德 人 有 道 德 之 人 与 无 道 德 之 人 不 比 故 不 肯 相 收 录 命 不 系 天 也 善 哉 善 哉 愿 闻 其 与 禽 兽 同 命 意 善 乎 子 难 深 得 其 数 然 禽 兽 者 命 系 于 四 方 其 为 性 者 好 相 抵 触 无 有 道 德 胜 者 为 右 无 道 德 下 愚 之 人 亦 好 相 触 冒 胜 者 为 右 其 气 与 禽 兽 同 故 同 命 也 天 道 为 法 以 是 分 别 人 优 劣 故 知 之 也 凡 □ 起 □ 天 下 之 名 命 所 属 皆 以 类 相 从 故 知 其 命 所 属 故 含 五 性 多 者 象 阳 而 仁 含 六 情 多 者 象 阴 而 贪 受 阳 施 多 者 为 男 受 阴 施 多 者 为 女 受 王 相 气 多 者 为 尊 贵 则 寿 受 休 废 囚 气 多 者 数 病 而 早 死 又 贫 极 也 故 凡 人 生 者 在 其 所 象 何 行 之 气 其 命 者 系 于 六 甲 何 历 以 类 占 之 万 不 失 一 也 故 古 者 圣 人 深 原 凡 事 知 人 情 者 以 此 也 真 人 知 之 耶 □ 止 □ 唯 唯 善 哉 善 哉 今 故 下 古 之 人 承 负 先 人 失 计 稍 稍 共 绝 道 德 日 独 积 久 与 天 地 断 绝 精 气 不 通 不 相 知 命 反 与 四 足 同 命 故 天 地 憎 恶 之 鬼 神 精 气 因 而 不 佑 之 病 之 无 数 杀 之 无 期 其 大 咎 在 此 □ □ 今 上 德 之 君 命 系 天 地 当 更 象 天 地 以 道 德 治 故 吾 更 理 出 天 道 出 以 上 付 之 天 乐 其 为 善 不 欲 复 使 其 有 余 是 四 足 之 人 行 也 故 吾 书 复 重 丁 宁 欲 使 其 大 觉 悟 也 故 叙 六 极 一 大 集 难 以 付 归 之 真 人 知 之 耶 唯 唯 可 骇 乎 乐 哉 乐 哉
SEG-S O O O O O SEG-S	问 如 何 是 兼 中 至
O SEG-S O O O O O O O O O O O SEG-S O O O O O O O O O O O SEG-S O O O O O O SEG-S O O O SEG-S O O O O O O O O SEG-S O O O O O O SEG-S O O O SEG-S O O O SEG-S O O O O O O O O O SEG-S O O O O O SEG-S O O O O O SEG-S O O O SEG-S O O O SEG-S O O O O SEG-S	又 案 宋 襄 公 执 滕 子 而 诬 之 以 得 罪 楚 灵 王 弑 郏 敖 而 赴 之 以 疾 亡 春 秋 皆 承 告 而 书 曾 无 变 革 是 则 无 辜 者 反 加 以 罪 有 罪 者 得 隐 其 辜 求 诸 劝 戒 其 义 安 在 而 左 丘 明 论 春 秋 之 义 云 或 求 名 而 不 得 或 欲 盖 而 名 彰 善 人 劝 焉 淫 人 惧 焉 其 虚 美 二 也
O O O O O SEG-S O O SEG-S O O SEG-S O O O O SEG-S O O O O O O O O SEG-S O O SEG-S O O O O SEG-S O O O SEG-S	主 治 杀 诸 小 虫 去 臭 气 破 症 积 除 邪 鬼 蛊 毒 解 自 死 牛 羊 马 肉 诸 毒 消 肉 积 祛 传 尸 冷 气 辟 温 治 疟
O O O O O O O SEG-S O O O O O SEG-S O O O O O O SEG-S O O O SEG-S O O O SEG-S O O O SEG-S O O O SEG-S	五 阴 煎 凡 真 阴 亏 损 脾 虚 失 血 等 证 或 见 溏 泄 未 甚 者 所 重 在 脾 故 曰 五 阴 忌 用 润 滑 宜 此 主 之
O O O O SEG-S O O O O O O O O O O SEG-S O O O O O O O O O O O O O SEG-S O O O SEG-S O O O O O O O SEG-S O O O O O O O O SEG-S O O O O O O O O O O O O SEG-S O O O SEG-S O O O O O O SEG-S O O O SEG-S O O O O O O SEG-S O O O SEG-S O O SEG-S O O SEG-S O O O SEG-S O O O O O SEG-S O O O O SEG-S O O O O O O SEG-S O O O O O O SEG-S O O O SEG-S O O O O O O O O O O O O O O O SEG-S O O O O O O O O O O O O SEG-S O O O O O O SEG-S	京 师 陶 然 亭 康 熙 年 间 水 部 郎 江 藻 所 建 取 白 香 山 诗 一 醉 一 陶 然 之 语 为 额 百 余 年 来 遂 为 城 南 觞 咏 之 地 戴 菔 塘 璐 藤 阴 杂 记 中 载 沈 东 田 方 伯 游 陶 然 亭 以 楹 帖 慧 眼 光 中 开 半 亩 红 莲 碧 沼 烟 花 象 外 坐 一 堂 白 月 清 风 为 韵 成 诗 书 壁 间 余 寻 之 不 得 其 处 而 联 语 实 未 佳 惟 有 旧 联 云 窗 前 绿 树 分 禅 榻 城 外 青 山 到 酒 杯 亦 是 常 语 窃 谓 曹 慕 堂 宗 丞 学 闵 穿 荻 小 车 疑 泛 艇 出 林 高 阁 当 登 山 二 句 脍 灸 人 口 便 可 移 作 楹 联 矣
O O O O O O SEG-S O O O O O O SEG-S	坤 灵 久 秘 寂 若 无 景 泰 之 初 河 山 图
O O O O O O SEG-S O O O O O O SEG-S	绝 境 当 须 着 好 词 衰 怀 已 觉 不 胜 奇
O O O SEG-S O O O O O O O O SEG-S O O O O O O SEG-S O O O SEG-S O O O O O O O O O SEG-S O O O O O SEG-S O O O O SEG-S O SEG-S O SEG-S O O O SEG-S	吏 部 议 奏 唐 贞 观 八 年 曾 以 萧 瑀 李 靖 等 巡 行 天 下 号 观 风 使 今 仿 此 制 为 观 风 整 俗 使 后 以 奸 民 煽 众 亦 设 于 福 建 湖 广 广 东 广 西 各 省
O O O O SEG-S O O O O SEG-S O O O O SEG-S O O O O SEG-S O O O O SEG-S O O O O SEG-S O O O O SEG-S O O O O SEG-S	仙 仙 三 神 君 鼎 峙 三 峰 颠 小 君 保 民 命 万 灵 奉 周 旋 风 清 石 坛 月 天 近 香 炉 烟 安 得 控 丹 鹤 遨 游 接 飞 仙
O O O O SEG-S	天 山 元 照 府
O O O O O O SEG-S O O O O O O SEG-S	五 斗 一 石 非 所 长 兴 来 亦 觉 沧 溟 浅
O O O O O SEG-S O O SEG-S O O O O O O O O O O O O O O O O O O O O O O O O O O SEG-S O SEG-S O O O O O O O O O O O O O O O O O O O O O O O O SEG-S O O O O O O O O O O SEG-S O O O SEG-S O O O O O O O O O SEG-S O O O O O O O O O O O O O O SEG-S O O O O O O O O O O SEG-S O O O SEG-S O O O O O SEG-S O O O O O SEG-S O O O O O O O O O SEG-S O O O O O O O O O O SEG-S O O O O O O SEG-S O O O O SEG-S O O O O O O O O O O O O O O O O O O O O O SEG-S O O O SEG-S O O O O O O O O O O O O O SEG-S O O O O O O O SEG-S O O O O O O O O O O O SEG-S O O O O O SEG-S O O O SEG-S O O O O O SEG-S O O O O SEG-S O O O O O O O O O O O O O O SEG-S O O O O O O O O SEG-S O O O O O O O O O SEG-S O O O O O O SEG-S O O O O O O O SEG-S O O O O SEG-S O SEG-S O SEG-S O SEG-S O O O O O O O O O O O O O SEG-S O O O O O O O SEG-S O O O O O O O O O SEG-S O O O O O SEG-S O O O SEG-S O O O O O O O O O SEG-S O O O SEG-S O O O O O O O O SEG-S O O O O O O O O O SEG-S O O O SEG-S O O O O O O O O O O SEG-S O O O O O O SEG-S	二 十 九 日 丁 未 谕 内 阁 □ 奕 经 等 奏 定 海 兵 勇 连 次 夺 获 焚 烧 □ □ 口 英 □ 人 大 小 船 只 一 折 据 称 初 八 日 勇 壮 头 目 王 建 功 等 在 定 海 螺 头 门 枪 击 □ □ 口 英 □ 人 乡 勇 白 成 位 等 用 火 罐 抛 掷 烧 然 洋 船 □ □ 口 英 □ 人 窜 避 落 水 王 建 功 带 领 乡 勇 民 人 将 船 夺 获 驶 回 并 将 逆 目 丁 时 仪 之 弟 砍 倒 割 获 首 级 水 勇 沈 仁 足 等 砍 毙 白 人 一 名 委 员 郑 鼎 臣 等 接 奉 札 谕 装 载 火 药 从 后 路 进 兵 牵 制 十 二 日 南 风 大 作 副 将 郑 宗 凯 游 击 沈 建 功 派 令 守 备 徐 槚 宝 将 火 攻 船 装 配 七 十 余 只 督 同 兵 勇 水 勇 将 船 驶 近 □ □ 口 英 □ 人 大 船 先 暗 放 火 药 坛 一 联 实 时 轰 破 □ □ 口 英 □ 人 船 头 我 船 连 排 继 进 火 焰 飞 腾 四 面 放 枪 喊 杀 船 多 被 焚 烧 计 烧 毙 沉 溺 及 击 毙 者 约 有 三 百 余 人 将 两 桅 大 船 烧 去 半 截 三 桅 大 船 三 只 两 傍 烧 毁 并 烧 断 大 桅 两 根 烧 坏 大 三 板 船 四 只 夺 获 大 火 箭 洋 帽 桨 片 船 板 并 □ □ 口 英 □ 船 救 火 之 水 鼓 等 件 解 赴 到 营 呈 验 等 语 □ □ 口 英 □ 人 屡 肆 獗 猖 总 因 未 受 惩 创 今 被 焚 烧 亦 知 船 坚 炮 利 之 不 足 恃 如 果 将 军 参 赞 及 沿 海 封 疆 大 吏 处 处 皆 能 准 备 火 攻 船 只 相 机 筹 办 □ □ 口 英 □ 人 必 胆 裂 心 寒 不 敢 再 行 窥 伺 □
O O O O O O O SEG-S O O O SEG-S O O O O O SEG-S O O O SEG-S O O O O SEG-S O O O O O SEG-S O O O O O O SEG-S O O O O O O O SEG-S O O O O O SEG-S O O O O O SEG-S O O O SEG-S O SEG-S O O O SEG-S SEG-S O O O O SEG-S O O O SEG-S O O O SEG-S O O O O O O SEG-S O O O O O SEG-S O O O SEG-S O O O SEG-S O O O SEG-S O O O O O O SEG-S O O O O O SEG-S O O O O O O O SEG-S O O O O O O O SEG-S O O O O SEG-S O O O O SEG-S O O O O SEG-S O O O O O O O SEG-S O O O O SEG-S O O O SEG-S O O O O O SEG-S O O O O O SEG-S O O O O O SEG-S O O O O SEG-S O O O O SEG-S O O O O SEG-S O O O SEG-S O O O SEG-S O O O SEG-S O O O SEG-S	□ 与 吴 季 重 书 植 白 季 重 足 下 前 日 虽 因 常 调 得 为 密 坐 虽 燕 饮 弥 日 其 于 别 远 会 稀 犹 不 尽 其 劳 积 也 若 夫 觞 酌 陵 波 于 前 笳 箫 发 音 于 后 足 下 鹰 扬 其 体 凤 观 虎 视 谓 萧 曹 不 足 俦 卫 霍 不 足 侔 也 左 顾 右 眄 谓 若 无 人 岂 非 吾 子 壮 志 哉 过 屠 门 而 大 嚼 虽 不 得 肉 贵 且 快 意 当 斯 之 时 愿 举 太 山 以 为 肉 倾 东 海 以 为 酒 伐 云 梦 之 竹 以 为 笛 斩 泗 滨 之 梓 以 为 筝 食 若 填 巨 壑 饮 若 灌 漏 卮 其 乐 固 难 量 岂 非 大 丈 夫 之 乐 哉 然 日 不 我 与 曜 灵 急 节 面 有 逸 景 之 速 别 有 参 商 之 阔 思 抑 六 龙 之 首 顿 羲 和 之 辔 折 若 木 之 华 闭 蒙 汜 之 谷 天 路 高 邈 良 无 由 缘 怀 恋 反 侧 如 何 如 何
O O O O SEG-S O O O O O O O O O O O O O O SEG-S	初 八 日 壬 申 以 福 建 澎 湖 副 将 林 贵 为 温 州 镇 总 兵
O O O O SEG-S O O O O SEG-S	悠 然 正 前 瞻 渺 矣 已 后 落
O O O O SEG-S O O O SEG-S O O O SEG-S O O O SEG-S O O O SEG-S O O O SEG-S O O O SEG-S O O O SEG-S	公 禀 气 而 生 英 哲 文 明 厥 德 具 完 厥 事 咸 贞 其 贤 若 斯 其 寿 宜 久 昊 天 既 昭 胡 宁 不 □
O O SEG-S O O O O O O SEG-S O O O O SEG-S	□ 辛 丑 圣 祖 仁 皇 帝 忌 辰 遣 官 祭 景 陵
O SEG-S O O O SEG-S O O O O O O SEG-S O O O SEG-S O O O O O O SEG-S O O O SEG-S O O O SEG-S O O O O SEG-S O O O SEG-S O O O O O O SEG-S O O O O SEG-S O O O O SEG-S O O O O O O O O O SEG-S O SEG-S O O O SEG-S O O O SEG-S O O O SEG-S O O O SEG-S	传 曰 所 谓 士 者 虽 不 能 尽 乎 道 术 必 有 由 也 虽 不 能 尽 乎 美 善 必 有 处 也 言 不 务 多 务 审 其 所 谓 行 不 务 多 务 审 其 所 由 而 已 行 既 已 尊 之 言 既 已 由 之 若 肌 肤 性 命 之 不 可 易 也 诗 曰 我 心 匪 石 不 可 转 也 我 心 匪 席 不 可 卷 也
O SEG-S O O SEG-S O O O SEG-S O O SEG-S O O O O O O O SEG-S O O O O O O O O O SEG-S O O O SEG-S O O O O O SEG-S O O O O O O SEG-S O O O SEG-S O O O O O O SEG-S O O O SEG-S O O O O SEG-S O O SEG-S SEG-S O O O SEG-S O O O SEG-S O O O SEG-S O O SEG-S O O SEG-S	注 解 辕 歬 也 曰 辕 前 者 谓 衡 也 自 其 横 言 之 谓 之 衡 自 其 扼 制 马 言 之 谓 之 軶 隶 省 作 轭 毛 诗 韩 奕 作 厄 士 丧 礼 今 文 作 厄 叚 借 字 也 车 人 为 大 车 作 鬲 亦 叚 借 字 西 京 赋 作 槅 木 部 曰 槅 大 车 枙 也 枙 当 作 軶 从 车 厄 声 于 革 切 十 六 部
O SEG-S O O O O O O SEG-S O SEG-S O O O O SEG-S O O O O SEG-S O O O O SEG-S O O O O O O O O O O O O SEG-S O O O O O O O O SEG-S O O O O SEG-S O O SEG-S O O SEG-S O O O O O O O SEG-S O O O O SEG-S O O O O O SEG-S O O O O O SEG-S O SEG-S O O O SEG-S O O O O O SEG-S O O O SEG-S O O O SEG-S O O O O SEG-S O O O O O O O SEG-S O O O SEG-S O O O SEG-S O O O O O O O SEG-S O O O O SEG-S O O O SEG-S O O O O SEG-S O O O O SEG-S O O O O O SEG-S O O O O O O SEG-S O O O O O O O O SEG-S O O O O O O O SEG-S O O O O SEG-S O O O O O O SEG-S O O O O O O O O SEG-S O O O O O O O SEG-S O O O O O O O SEG-S O O O O O SEG-S O O O O O O SEG-S O O O O O O O O O SEG-S O O O O O O O O O O O SEG-S O O O O SEG-S O O O O O O O O O SEG-S O O O SEG-S O O O SEG-S O O O O O O O SEG-S O O O O SEG-S O O O SEG-S O O O SEG-S O O O SEG-S O O O O O O O SEG-S O O O O O O SEG-S O O O O SEG-S O O O O O O O O O O O O O O O O SEG-S O O O O O O SEG-S O O O SEG-S	问 曰 何 以 识 为 阳 明 病 答 曰 阳 明 之 为 病 胃 家 实 是 也 然 泛 言 胃 实 恰 从 何 处 辨 证 而 知 阳 明 之 为 病 此 其 间 亦 有 经 府 之 别 发 热 汗 自 出 不 恶 寒 反 恶 热 甚 则 舌 上 干 燥 而 烦 渴 欲 饮 水 者 此 是 阳 明 经 证 若 潮 热 不 大 便 谵 语 腹 满 痛 者 此 属 阳 明 府 证 传 经 之 邪 在 经 则 传 入 府 则 不 传 故 曰 阳 明 居 中 土 也 万 物 所 归 无 所 复 传 惟 有 亟 从 下 夺 而 解 其 欲 作 经 者 阳 明 一 经 来 路 自 太 阳 去 路 自 少 阳 其 太 阳 证 未 罢 而 阳 明 证 已 见 者 亟 当 从 太 阳 领 出 其 邪 以 断 阳 明 从 入 之 路 若 阳 明 证 具 而 少 阳 证 未 见 者 当 直 折 本 经 散 漫 之 热 使 胃 中 津 液 和 而 愈 以 断 阳 明 从 出 之 路 若 阳 明 证 未 罢 而 少 阳 证 已 见 者 又 当 亟 从 少 阳 和 解 之 法 即 以 断 从 少 阳 转 入 三 阴 之 路 此 传 经 之 邪 亟 当 相 其 人 胃 中 之 津 液 前 后 照 顾 预 防 变 逆 不 必 尽 属 可 攻 之 证 至 既 入 于 府 无 所 复 传 不 予 亟 攻 津 液 随 竭 则 惟 当 急 下 以 存 阴 更 不 必 有 所 瞻 顾 欲 识 阳 明 病 先 要 在 经 府 上 辨 明 真 确 而 或 谓 病 在 阳 明 概 从 清 凉 攻 下 者 此 非 法 也
